pqn1, pqn2,l1,                 l2, E1, E2, delta E in R*Z m^-1,delta E in electron volts,delta E in Hz,is backwards?,degeneracy
79, 96,2,                 1, 1.600281E-04, 1.101729E-04, 4.985517E-05,6.783141E-04,1.640156E+11,0,15
76, 90,3,                 2, 1.731762E-04, 1.233197E-04, 4.985649E-05,6.783321E-04,1.640200E+11,0,35
73, 86,2,                 1, 1.873957E-04, 1.375287E-04, 4.986701E-05,6.784752E-04,1.640546E+11,0,15
69, 79,3,                 4, 2.101014E-04, 1.602307E-04, 4.987068E-05,6.785251E-04,1.640667E+11,0,63
71, 82,3,                 2, 1.984298E-04, 1.485398E-04, 4.988999E-05,6.787879E-04,1.641302E+11,0,35
73, 84,1,                 2, 1.914552E-04, 1.415548E-04, 4.990037E-05,6.789291E-04,1.641643E+11,0,15
57, 62,0,                 4, 3.100675E-04, 2.601457E-04, 4.992183E-05,6.792211E-04,1.642349E+11,0,9
33, 34,2,                 3, 9.154973E-04, 8.655661E-04, 4.993123E-05,6.793490E-04,1.642659E+11,0,35
67, 76,3,                 2, 2.228339E-04, 1.729026E-04, 4.993133E-05,6.793503E-04,1.642662E+11,0,35
80, 97,4,                 3, 1.562500E-04, 1.063034E-04, 4.994664E-05,6.795587E-04,1.643166E+11,0,63
80, 97,4,                 4, 1.562500E-04, 1.062812E-04, 4.996878E-05,6.798599E-04,1.643894E+11,0,1075451
80, 97,3,                 4, 1.562895E-04, 1.062812E-04, 5.000824E-05,6.803967E-04,1.645192E+11,0,63
56, 60,1,                 2, 3.273400E-04, 2.773154E-04, 5.002460E-05,6.806193E-04,1.645730E+11,0,15
59, 65,2,                 3, 2.867875E-04, 2.367600E-04, 5.002752E-05,6.806591E-04,1.645826E+11,0,35
56, 61,4,                 3, 3.188776E-04, 2.688340E-04, 5.004357E-05,6.808775E-04,1.646354E+11,0,63
62, 69,4,                 3, 2.601457E-04, 2.101014E-04, 5.004427E-05,6.808870E-04,1.646377E+11,0,63
65, 74,2,                 1, 2.363227E-04, 1.862649E-04, 5.005778E-05,6.810707E-04,1.646822E+11,0,15
69, 79,3,                 2, 2.101014E-04, 1.600281E-04, 5.007331E-05,6.812821E-04,1.647333E+11,0,35
46, 48,1,                 0, 4.879240E-04, 4.378506E-04, 5.007338E-05,6.812830E-04,1.647335E+11,0,3
51, 54,1,                 0, 3.956927E-04, 3.456184E-04, 5.007426E-05,6.812949E-04,1.647364E+11,0,3
62, 69,4,                 4, 2.601457E-04, 2.100399E-04, 5.010577E-05,6.817238E-04,1.648401E+11,0,507551
70, 81,0,                 1, 2.053117E-04, 1.551952E-04, 5.011644E-05,6.818689E-04,1.648752E+11,0,3
80, 97,3,                 2, 1.562895E-04, 1.061717E-04, 5.011772E-05,6.818863E-04,1.648794E+11,0,35
52, 56,2,                 3, 3.691123E-04, 3.189926E-04, 5.011971E-05,6.819133E-04,1.648859E+11,0,35
68, 78,0,                 1, 2.176049E-04, 1.674798E-04, 5.012513E-05,6.819871E-04,1.649038E+11,0,3
42, 44,4,                 3, 5.668934E-04, 5.167661E-04, 5.012728E-05,6.820164E-04,1.649108E+11,0,63
56, 61,4,                 4, 3.188776E-04, 2.687450E-04, 5.013259E-05,6.820886E-04,1.649283E+11,0,376427
67, 75,1,                 2, 2.276920E-04, 1.775410E-04, 5.015099E-05,6.823389E-04,1.649888E+11,0,15
80, 96,1,                 0, 1.591355E-04, 1.089832E-04, 5.015223E-05,6.823558E-04,1.649929E+11,0,3
60, 66,0,                 4, 2.797325E-04, 2.295684E-04, 5.016407E-05,6.825169E-04,1.650319E+11,0,9
79, 94,1,                 2, 1.632277E-04, 1.130531E-04, 5.017460E-05,6.826601E-04,1.650665E+11,0,15
81, 99,2,                 3, 1.522278E-04, 1.020512E-04, 5.017657E-05,6.826870E-04,1.650730E+11,0,35
55, 59,1,                 0, 3.395142E-04, 2.893297E-04, 5.018446E-05,6.827944E-04,1.650990E+11,0,3
76, 91,2,                 1, 1.729026E-04, 1.227156E-04, 5.018705E-05,6.828296E-04,1.651075E+11,0,15
62, 69,3,                 4, 2.602305E-04, 2.100399E-04, 5.019055E-05,6.828772E-04,1.651190E+11,0,63
74, 87,2,                 3, 1.823685E-04, 1.321485E-04, 5.021999E-05,6.832777E-04,1.652158E+11,0,35
36, 37,0,                 4, 7.806864E-04, 7.304602E-04, 5.022619E-05,6.833621E-04,1.652362E+11,0,9
64, 71,1,                 0, 2.497958E-04, 1.995520E-04, 5.024375E-05,6.836010E-04,1.652940E+11,0,3
56, 61,3,                 4, 3.189926E-04, 2.687450E-04, 5.024764E-05,6.836540E-04,1.653068E+11,0,63
49, 52,0,                 4, 4.200862E-04, 3.698225E-04, 5.026367E-05,6.838720E-04,1.653595E+11,0,9
77, 92,2,                 3, 1.684437E-04, 1.181734E-04, 5.027028E-05,6.839620E-04,1.653813E+11,0,35
71, 81,1,                 2, 2.025083E-04, 1.522278E-04, 5.028048E-05,6.841008E-04,1.654148E+11,0,15
79, 95,0,                 4, 1.610860E-04, 1.108033E-04, 5.028268E-05,6.841306E-04,1.654221E+11,0,9
78, 94,0,                 1, 1.652542E-04, 1.149484E-04, 5.030576E-05,6.844447E-04,1.654980E+11,0,3
73, 85,0,                 4, 1.887368E-04, 1.384083E-04, 5.032848E-05,6.847539E-04,1.655728E+11,0,9
71, 83,2,                 1, 1.980942E-04, 1.477414E-04, 5.035283E-05,6.850851E-04,1.656529E+11,0,15
42, 44,4,                 4, 5.668934E-04, 5.165289E-04, 5.036450E-05,6.852439E-04,1.656912E+11,0,162311
81, 99,4,                 3, 1.524158E-04, 1.020512E-04, 5.036456E-05,6.852448E-04,1.656915E+11,0,63
80, 98,2,                 1, 1.560549E-04, 1.056890E-04, 5.036590E-05,6.852630E-04,1.656959E+11,0,15
81, 99,4,                 4, 1.524158E-04, 1.020304E-04, 5.038539E-05,6.855281E-04,1.657600E+11,0,1115627
69, 78,1,                 2, 2.145470E-04, 1.641550E-04, 5.039194E-05,6.856173E-04,1.657815E+11,0,15
76, 89,1,                 2, 1.764981E-04, 1.261050E-04, 5.039314E-05,6.856335E-04,1.657855E+11,0,15
74, 86,1,                 0, 1.862649E-04, 1.358710E-04, 5.039393E-05,6.856444E-04,1.657881E+11,0,3
81, 99,3,                 4, 1.524538E-04, 1.020304E-04, 5.042340E-05,6.860453E-04,1.658850E+11,0,63
62, 68,1,                 2, 2.663694E-04, 2.159453E-04, 5.042414E-05,6.860554E-04,1.658875E+11,0,15
52, 55,1,                 2, 3.804080E-04, 3.299783E-04, 5.042973E-05,6.861313E-04,1.659058E+11,0,15
75, 89,0,                 1, 1.787775E-04, 1.283394E-04, 5.043814E-05,6.862458E-04,1.659335E+11,0,3
53, 58,2,                 1, 3.553278E-04, 3.048768E-04, 5.045101E-05,6.864210E-04,1.659759E+11,0,15
74, 87,4,                 3, 1.826150E-04, 1.321485E-04, 5.046652E-05,6.866319E-04,1.660269E+11,0,63
77, 92,4,                 3, 1.686625E-04, 1.181734E-04, 5.048911E-05,6.869393E-04,1.661012E+11,0,63
62, 69,3,                 2, 2.602305E-04, 2.097358E-04, 5.049463E-05,6.870144E-04,1.661193E+11,0,35
48, 51,3,                 2, 4.342105E-04, 3.837148E-04, 5.049573E-05,6.870293E-04,1.661230E+11,0,35
74, 87,4,                 4, 1.826150E-04, 1.321178E-04, 5.049720E-05,6.870494E-04,1.661278E+11,0,854471
59, 65,4,                 3, 2.872738E-04, 2.367600E-04, 5.051381E-05,6.872754E-04,1.661825E+11,0,63
77, 92,4,                 4, 1.686625E-04, 1.181474E-04, 5.051506E-05,6.872924E-04,1.661866E+11,0,960731
81, 99,3,                 2, 1.524538E-04, 1.019274E-04, 5.052639E-05,6.874465E-04,1.662238E+11,0,35
67, 77,2,                 1, 2.224346E-04, 1.719003E-04, 5.053438E-05,6.875552E-04,1.662501E+11,0,15
74, 87,3,                 4, 1.826649E-04, 1.321178E-04, 5.054706E-05,6.877277E-04,1.662918E+11,0,63
77, 92,3,                 4, 1.687068E-04, 1.181474E-04, 5.055931E-05,6.878945E-04,1.663322E+11,0,63
65, 73,0,                 4, 2.382232E-04, 1.876525E-04, 5.057072E-05,6.880497E-04,1.663697E+11,0,9
77, 91,1,                 0, 1.719003E-04, 1.213176E-04, 5.058263E-05,6.882117E-04,1.664089E+11,0,3
59, 65,4,                 4, 2.872738E-04, 2.366864E-04, 5.058738E-05,6.882764E-04,1.664245E+11,0,438731
69, 80,2,                 1, 2.097358E-04, 1.591355E-04, 5.060038E-05,6.884532E-04,1.664673E+11,0,15
81, 98,1,                 0, 1.551952E-04, 1.045710E-04, 5.062425E-05,6.887780E-04,1.665458E+11,0,3
76, 90,0,                 4, 1.740909E-04, 1.234568E-04, 5.063416E-05,6.889128E-04,1.665784E+11,0,9
42, 44,3,                 4, 5.671662E-04, 5.165289E-04, 5.063725E-05,6.889548E-04,1.665885E+11,0,63
59, 65,3,                 4, 2.873722E-04, 2.366864E-04, 5.068576E-05,6.896149E-04,1.667481E+11,0,63
77, 92,3,                 2, 1.687068E-04, 1.180191E-04, 5.068763E-05,6.896403E-04,1.667543E+11,0,35
56, 61,3,                 2, 3.189926E-04, 2.683049E-04, 5.068767E-05,6.896408E-04,1.667544E+11,0,35
74, 87,3,                 2, 1.826649E-04, 1.319661E-04, 5.069879E-05,6.897921E-04,1.667910E+11,0,35
80, 96,1,                 2, 1.591355E-04, 1.083940E-04, 5.074145E-05,6.903725E-04,1.669313E+11,0,15
59, 64,1,                 2, 2.945026E-04, 2.437596E-04, 5.074297E-05,6.903933E-04,1.669364E+11,0,15
81, 100,2,                 1, 1.522278E-04, 1.014733E-04, 5.075451E-05,6.905503E-04,1.669743E+11,0,15
80, 97,0,                 4, 1.570736E-04, 1.062812E-04, 5.079233E-05,6.910649E-04,1.670988E+11,0,9
64, 72,2,                 3, 2.437596E-04, 1.929554E-04, 5.080424E-05,6.912268E-04,1.671379E+11,0,35
52, 56,4,                 3, 3.698225E-04, 3.189926E-04, 5.082988E-05,6.915757E-04,1.672223E+11,0,63
71, 82,0,                 4, 1.995520E-04, 1.487210E-04, 5.083104E-05,6.915915E-04,1.672261E+11,0,9
72, 84,2,                 3, 1.926336E-04, 1.417574E-04, 5.087615E-05,6.922053E-04,1.673745E+11,0,35
79, 96,0,                 1, 1.610860E-04, 1.101729E-04, 5.091307E-05,6.927076E-04,1.674960E+11,0,3
52, 56,4,                 4, 3.698225E-04, 3.188776E-04, 5.094493E-05,6.931411E-04,1.676008E+11,0,302931
78, 94,2,                 3, 1.641550E-04, 1.131977E-04, 5.095732E-05,6.933096E-04,1.676415E+11,0,35
45, 48,0,                 1, 4.984687E-04, 4.475103E-04, 5.095834E-05,6.933236E-04,1.676449E+11,0,3
72, 83,1,                 0, 1.968654E-04, 1.458963E-04, 5.096913E-05,6.934703E-04,1.676804E+11,0,3
77, 93,2,                 1, 1.684437E-04, 1.174535E-04, 5.099023E-05,6.937573E-04,1.677498E+11,0,15
50, 54,0,                 1, 4.033813E-04, 3.523804E-04, 5.100086E-05,6.939020E-04,1.677848E+11,0,3
67, 76,0,                 4, 2.241698E-04, 1.731302E-04, 5.103961E-05,6.944293E-04,1.679123E+11,0,9
59, 65,3,                 2, 2.873722E-04, 2.363227E-04, 5.104947E-05,6.945635E-04,1.679447E+11,0,35
53, 57,0,                 4, 3.588366E-04, 3.077870E-04, 5.104954E-05,6.945644E-04,1.679449E+11,0,9
41, 42,1,                 2, 6.166043E-04, 5.655461E-04, 5.105821E-05,6.946823E-04,1.679734E+11,0,15
66, 74,1,                 0, 2.347222E-04, 1.836559E-04, 5.106625E-05,6.947917E-04,1.679999E+11,0,3
74, 88,2,                 1, 1.823685E-04, 1.312974E-04, 5.107112E-05,6.948580E-04,1.680159E+11,0,15
52, 56,3,                 4, 3.699662E-04, 3.188776E-04, 5.108864E-05,6.950963E-04,1.680735E+11,0,63
69, 79,0,                 4, 2.113243E-04, 1.602307E-04, 5.109354E-05,6.951630E-04,1.680897E+11,0,9
61, 67,1,                 0, 2.752818E-04, 2.241698E-04, 5.111196E-05,6.954136E-04,1.681503E+11,0,3
54, 59,0,                 1, 3.456184E-04, 2.945026E-04, 5.111587E-05,6.954668E-04,1.681631E+11,0,3
39, 40,1,                 0, 6.827336E-04, 6.316145E-04, 5.111909E-05,6.955107E-04,1.681737E+11,0,3
63, 71,0,                 1, 2.536408E-04, 2.025083E-04, 5.113247E-05,6.956927E-04,1.682178E+11,0,3
72, 84,4,                 3, 1.929012E-04, 1.417574E-04, 5.114379E-05,6.958467E-04,1.682550E+11,0,63
78, 94,4,                 3, 1.643655E-04, 1.131977E-04, 5.116784E-05,6.961739E-04,1.683341E+11,0,63
72, 84,4,                 4, 1.929012E-04, 1.417234E-04, 5.117788E-05,6.963105E-04,1.683671E+11,0,788171
81, 98,1,                 2, 1.551952E-04, 1.040171E-04, 5.117810E-05,6.963135E-04,1.683679E+11,0,15
81, 99,0,                 4, 1.532092E-04, 1.020304E-04, 5.117877E-05,6.963227E-04,1.683701E+11,0,9
64, 72,4,                 3, 2.441406E-04, 1.929554E-04, 5.118526E-05,6.964109E-04,1.683914E+11,0,63
78, 94,4,                 4, 1.643655E-04, 1.131734E-04, 5.119217E-05,6.965049E-04,1.684141E+11,0,998015
73, 86,0,                 1, 1.887368E-04, 1.375287E-04, 5.120813E-05,6.967220E-04,1.684666E+11,0,3
74, 86,1,                 2, 1.862649E-04, 1.350511E-04, 5.121376E-05,6.967987E-04,1.684852E+11,0,15
72, 84,3,                 4, 1.929554E-04, 1.417234E-04, 5.123201E-05,6.970470E-04,1.685452E+11,0,63
78, 94,3,                 4, 1.644081E-04, 1.131734E-04, 5.123474E-05,6.970841E-04,1.685542E+11,0,63
58, 63,1,                 0, 3.048768E-04, 2.536408E-04, 5.123606E-05,6.971021E-04,1.685586E+11,0,3
64, 72,4,                 4, 2.441406E-04, 1.929012E-04, 5.123939E-05,6.971474E-04,1.685695E+11,0,557211
75, 89,2,                 3, 1.775410E-04, 1.262753E-04, 5.126563E-05,6.975044E-04,1.686558E+11,0,35
77, 91,1,                 2, 1.719003E-04, 1.206258E-04, 5.127450E-05,6.976251E-04,1.686850E+11,0,15
64, 72,3,                 4, 2.442177E-04, 1.929012E-04, 5.131647E-05,6.981961E-04,1.688231E+11,0,63
70, 80,1,                 0, 2.083973E-04, 1.570736E-04, 5.132374E-05,6.982950E-04,1.688470E+11,0,3
62, 70,2,                 1, 2.597266E-04, 2.083973E-04, 5.132931E-05,6.983708E-04,1.688653E+11,0,15
78, 93,1,                 0, 1.674798E-04, 1.161442E-04, 5.133557E-05,6.984560E-04,1.688859E+11,0,3
70, 81,2,                 3, 2.037904E-04, 1.524538E-04, 5.133659E-05,6.984699E-04,1.688893E+11,0,35
78, 94,3,                 2, 1.644081E-04, 1.130531E-04, 5.135504E-05,6.987209E-04,1.689500E+11,0,35
76, 91,0,                 1, 1.740909E-04, 1.227156E-04, 5.137538E-05,6.989977E-04,1.690169E+11,0,3
80, 98,0,                 1, 1.570736E-04, 1.056890E-04, 5.138458E-05,6.991228E-04,1.690472E+11,0,3
68, 77,1,                 0, 2.209729E-04, 1.695863E-04, 5.138667E-05,6.991512E-04,1.690540E+11,0,3
66, 75,2,                 3, 2.292210E-04, 1.778257E-04, 5.139531E-05,6.992687E-04,1.690824E+11,0,35
72, 84,3,                 2, 1.929554E-04, 1.415548E-04, 5.140058E-05,6.993405E-04,1.690998E+11,0,35
47, 49,1,                 2, 4.670622E-04, 4.156444E-04, 5.141776E-05,6.995742E-04,1.691563E+11,0,15
77, 92,0,                 4, 1.695863E-04, 1.181474E-04, 5.143881E-05,6.998607E-04,1.692256E+11,0,9
79, 96,2,                 3, 1.600281E-04, 1.085298E-04, 5.149832E-05,7.006703E-04,1.694213E+11,0,35
82, 100,1,                 2, 1.513995E-04, 9.990007E-05, 5.149945E-05,7.006857E-04,1.694251E+11,0,15
75, 89,4,                 3, 1.777778E-04, 1.262753E-04, 5.150243E-05,7.007263E-04,1.694349E+11,0,63
75, 89,4,                 4, 1.777778E-04, 1.262467E-04, 5.153109E-05,7.011162E-04,1.695291E+11,0,888971
75, 88,1,                 0, 1.812829E-04, 1.297508E-04, 5.153212E-05,7.011301E-04,1.695325E+11,0,3
68, 78,2,                 3, 2.159453E-04, 1.644081E-04, 5.153717E-05,7.011989E-04,1.695491E+11,0,35
74, 87,0,                 4, 1.836559E-04, 1.321178E-04, 5.153809E-05,7.012114E-04,1.695522E+11,0,9
34, 35,3,                 2, 8.655661E-04, 8.139992E-04, 5.156692E-05,7.016036E-04,1.696470E+11,0,35
47, 50,2,                 3, 4.517319E-04, 4.001616E-04, 5.157023E-05,7.016488E-04,1.696579E+11,0,35
75, 89,3,                 4, 1.778257E-04, 1.262467E-04, 5.157898E-05,7.017678E-04,1.696867E+11,0,63
64, 72,3,                 2, 2.442177E-04, 1.926336E-04, 5.158411E-05,7.018375E-04,1.697036E+11,0,35
70, 81,4,                 3, 2.040816E-04, 1.524538E-04, 5.162783E-05,7.024323E-04,1.698474E+11,0,63
78, 95,2,                 1, 1.641550E-04, 1.125227E-04, 5.163234E-05,7.024938E-04,1.698622E+11,0,15
43, 46,2,                 1, 5.395773E-04, 4.879240E-04, 5.165336E-05,7.027797E-04,1.699314E+11,0,15
52, 56,3,                 2, 3.699662E-04, 3.183089E-04, 5.165730E-05,7.028333E-04,1.699444E+11,0,35
70, 81,4,                 4, 2.040816E-04, 1.524158E-04, 5.166584E-05,7.029496E-04,1.699725E+11,0,725391
79, 96,4,                 3, 1.602307E-04, 1.085298E-04, 5.170095E-05,7.034273E-04,1.700880E+11,0,63
64, 71,1,                 2, 2.497958E-04, 1.980942E-04, 5.170155E-05,7.034354E-04,1.700899E+11,0,15
75, 89,3,                 2, 1.778257E-04, 1.261050E-04, 5.172071E-05,7.036961E-04,1.701530E+11,0,35
79, 96,4,                 4, 1.602307E-04, 1.085069E-04, 5.172379E-05,7.037380E-04,1.701631E+11,0,1036251
70, 81,3,                 4, 2.041405E-04, 1.524158E-04, 5.172475E-05,7.037510E-04,1.701662E+11,0,63
81, 100,0,                 1, 1.532092E-04, 1.014733E-04, 5.173590E-05,7.039027E-04,1.702029E+11,0,3
66, 75,4,                 3, 2.295684E-04, 1.778257E-04, 5.174274E-05,7.039958E-04,1.702254E+11,0,63
79, 96,3,                 4, 1.602717E-04, 1.085069E-04, 5.176477E-05,7.042955E-04,1.702979E+11,0,63
66, 75,4,                 4, 2.295684E-04, 1.777778E-04, 5.179063E-05,7.046474E-04,1.703830E+11,0,610007
42, 44,3,                 2, 5.671662E-04, 5.153570E-04, 5.180918E-05,7.048997E-04,1.704440E+11,0,35
71, 83,0,                 1, 1.995520E-04, 1.477414E-04, 5.181064E-05,7.049196E-04,1.704488E+11,0,3
72, 85,2,                 1, 1.926336E-04, 1.408120E-04, 5.182162E-05,7.050691E-04,1.704849E+11,0,15
38, 40,0,                 1, 7.002389E-04, 6.484063E-04, 5.183256E-05,7.052179E-04,1.705209E+11,0,3
68, 78,4,                 3, 2.162630E-04, 1.644081E-04, 5.185485E-05,7.055212E-04,1.705943E+11,0,63
66, 75,3,                 4, 2.296387E-04, 1.777778E-04, 5.186091E-05,7.056036E-04,1.706142E+11,0,63
62, 69,0,                 4, 2.619170E-04, 2.100399E-04, 5.187705E-05,7.058231E-04,1.706673E+11,0,9
79, 96,3,                 2, 1.602717E-04, 1.083940E-04, 5.187771E-05,7.058321E-04,1.706695E+11,0,35
72, 83,1,                 2, 1.968654E-04, 1.449842E-04, 5.188120E-05,7.058796E-04,1.706809E+11,0,15
68, 78,4,                 4, 2.162630E-04, 1.643655E-04, 5.189743E-05,7.061004E-04,1.707343E+11,0,666035
80, 98,2,                 3, 1.560549E-04, 1.041447E-04, 5.191012E-05,7.062732E-04,1.707761E+11,0,35
70, 81,3,                 2, 2.041405E-04, 1.522278E-04, 5.191274E-05,7.063088E-04,1.707847E+11,0,35
79, 95,1,                 0, 1.632277E-04, 1.112948E-04, 5.193286E-05,7.065825E-04,1.708509E+11,0,3
56, 62,2,                 1, 3.183089E-04, 2.663694E-04, 5.193945E-05,7.066722E-04,1.708726E+11,0,15
65, 74,0,                 1, 2.382232E-04, 1.862649E-04, 5.195829E-05,7.069286E-04,1.709346E+11,0,3
68, 78,3,                 4, 2.163272E-04, 1.643655E-04, 5.196168E-05,7.069747E-04,1.709457E+11,0,63
61, 68,2,                 3, 2.683049E-04, 2.163272E-04, 5.197770E-05,7.071927E-04,1.709984E+11,0,35
78, 93,1,                 2, 1.674798E-04, 1.154961E-04, 5.198372E-05,7.072745E-04,1.710182E+11,0,15
60, 67,0,                 1, 2.797325E-04, 2.276920E-04, 5.204051E-05,7.080472E-04,1.712051E+11,0,3
75, 90,2,                 1, 1.775410E-04, 1.254802E-04, 5.206075E-05,7.083225E-04,1.712716E+11,0,15
59, 66,2,                 1, 2.867875E-04, 2.347222E-04, 5.206530E-05,7.083844E-04,1.712866E+11,0,15
78, 94,0,                 4, 1.652542E-04, 1.131734E-04, 5.208080E-05,7.085953E-04,1.713376E+11,0,9
66, 75,3,                 2, 2.296387E-04, 1.775410E-04, 5.209771E-05,7.088255E-04,1.713932E+11,0,35
80, 98,4,                 3, 1.562500E-04, 1.041447E-04, 5.210525E-05,7.089280E-04,1.714180E+11,0,63
55, 60,2,                 3, 3.299783E-04, 2.778713E-04, 5.210696E-05,7.089513E-04,1.714237E+11,0,35
76, 91,2,                 3, 1.729026E-04, 1.207852E-04, 5.211744E-05,7.090939E-04,1.714582E+11,0,35
80, 98,4,                 4, 1.562500E-04, 1.041233E-04, 5.212672E-05,7.092201E-04,1.714887E+11,0,1075451
79, 97,2,                 1, 1.600281E-04, 1.078960E-04, 5.213208E-05,7.092931E-04,1.715063E+11,0,15
77, 93,0,                 1, 1.695863E-04, 1.174535E-04, 5.213281E-05,7.093030E-04,1.715087E+11,0,3
73, 86,2,                 3, 1.873957E-04, 1.352400E-04, 5.215569E-05,7.096143E-04,1.715840E+11,0,35
80, 98,3,                 4, 1.562895E-04, 1.041233E-04, 5.216618E-05,7.097570E-04,1.716185E+11,0,63
68, 78,3,                 2, 2.163272E-04, 1.641550E-04, 5.217221E-05,7.098390E-04,1.716383E+11,0,35
57, 63,0,                 1, 3.100675E-04, 2.578830E-04, 5.218449E-05,7.100062E-04,1.716787E+11,0,3
69, 80,0,                 1, 2.113243E-04, 1.591355E-04, 5.218882E-05,7.100650E-04,1.716930E+11,0,3
81, 100,2,                 3, 1.522278E-04, 1.000202E-04, 5.220759E-05,7.103205E-04,1.717547E+11,0,35
67, 77,0,                 1, 2.241698E-04, 1.719003E-04, 5.226953E-05,7.111632E-04,1.719585E+11,0,3
80, 98,3,                 2, 1.562895E-04, 1.040171E-04, 5.227235E-05,7.112015E-04,1.719678E+11,0,35
75, 88,1,                 2, 1.812829E-04, 1.289856E-04, 5.229726E-05,7.115404E-04,1.720497E+11,0,15
64, 73,2,                 1, 2.437596E-04, 1.914552E-04, 5.230445E-05,7.116382E-04,1.720734E+11,0,15
72, 84,0,                 4, 1.940314E-04, 1.417234E-04, 5.230808E-05,7.116876E-04,1.720853E+11,0,9
43, 45,0,                 4, 5.461544E-04, 4.938272E-04, 5.232723E-05,7.119482E-04,1.721483E+11,0,9
70, 80,1,                 2, 2.083973E-04, 1.560549E-04, 5.234242E-05,7.121549E-04,1.721983E+11,0,15
76, 91,4,                 3, 1.731302E-04, 1.207852E-04, 5.234502E-05,7.121903E-04,1.722068E+11,0,63
41, 43,2,                 3, 5.934357E-04, 5.410870E-04, 5.234867E-05,7.122400E-04,1.722189E+11,0,35
66, 74,1,                 2, 2.347222E-04, 1.823685E-04, 5.235367E-05,7.123079E-04,1.722353E+11,0,15
74, 88,0,                 1, 1.836559E-04, 1.312974E-04, 5.235854E-05,7.123742E-04,1.722513E+11,0,3
73, 85,1,                 0, 1.914552E-04, 1.390947E-04, 5.236041E-05,7.123996E-04,1.722575E+11,0,3
76, 91,4,                 4, 1.731302E-04, 1.207584E-04, 5.237183E-05,7.125550E-04,1.722950E+11,0,924387
70, 82,2,                 1, 2.037904E-04, 1.513995E-04, 5.239087E-05,7.128141E-04,1.723577E+11,0,15
80, 97,1,                 0, 1.591355E-04, 1.067429E-04, 5.239255E-05,7.128369E-04,1.723632E+11,0,3
81, 100,4,                 3, 1.524158E-04, 1.000202E-04, 5.239559E-05,7.128783E-04,1.723732E+11,0,63
73, 86,4,                 3, 1.876525E-04, 1.352400E-04, 5.241248E-05,7.131081E-04,1.724288E+11,0,63
81, 100,4,                 4, 1.524158E-04, 1.000000E-04, 5.241579E-05,7.131531E-04,1.724397E+11,0,1115627
61, 68,4,                 3, 2.687450E-04, 2.163272E-04, 5.241773E-05,7.131795E-04,1.724460E+11,0,63
76, 91,3,                 4, 1.731762E-04, 1.207584E-04, 5.241786E-05,7.131812E-04,1.724465E+11,0,63
73, 86,4,                 4, 1.876525E-04, 1.352082E-04, 5.244425E-05,7.135403E-04,1.725333E+11,0,820875
81, 100,3,                 4, 1.524538E-04, 1.000000E-04, 5.245381E-05,7.136704E-04,1.725647E+11,0,63
76, 90,1,                 0, 1.764981E-04, 1.240349E-04, 5.246315E-05,7.137974E-04,1.725955E+11,0,3
61, 68,4,                 4, 2.687450E-04, 2.162630E-04, 5.248199E-05,7.140538E-04,1.726574E+11,0,483867
73, 86,3,                 4, 1.877044E-04, 1.352082E-04, 5.249618E-05,7.142469E-04,1.727041E+11,0,63
80, 99,2,                 1, 1.560549E-04, 1.035490E-04, 5.250592E-05,7.143794E-04,1.727362E+11,0,15
68, 77,1,                 2, 2.209729E-04, 1.684437E-04, 5.252925E-05,7.146968E-04,1.728129E+11,0,15
75, 89,0,                 4, 1.787775E-04, 1.262467E-04, 5.253084E-05,7.147185E-04,1.728182E+11,0,9
47, 50,4,                 3, 4.526935E-04, 4.001616E-04, 5.253188E-05,7.147326E-04,1.728216E+11,0,63
58, 64,2,                 3, 2.967533E-04, 2.442177E-04, 5.253560E-05,7.147832E-04,1.728338E+11,0,35
56, 61,0,                 4, 3.212827E-04, 2.687450E-04, 5.253769E-05,7.148117E-04,1.728407E+11,0,9
79, 95,1,                 2, 1.632277E-04, 1.106868E-04, 5.254089E-05,7.148553E-04,1.728512E+11,0,15
76, 91,3,                 2, 1.731762E-04, 1.206258E-04, 5.255045E-05,7.149853E-04,1.728827E+11,0,35
81, 100,3,                 2, 1.524538E-04, 9.990007E-05, 5.255373E-05,7.150299E-04,1.728935E+11,0,35
61, 68,3,                 4, 2.688340E-04, 2.162630E-04, 5.257100E-05,7.152649E-04,1.729503E+11,0,63
63, 70,1,                 0, 2.578830E-04, 2.053117E-04, 5.257136E-05,7.152698E-04,1.729515E+11,0,3
79, 96,0,                 4, 1.610860E-04, 1.085069E-04, 5.257906E-05,7.153745E-04,1.729768E+11,0,9
59, 65,0,                 4, 2.893297E-04, 2.366864E-04, 5.264335E-05,7.162493E-04,1.731883E+11,0,9
73, 86,3,                 2, 1.877044E-04, 1.350511E-04, 5.265327E-05,7.163841E-04,1.732209E+11,0,35
47, 50,4,                 4, 4.526935E-04, 4.000000E-04, 5.269353E-05,7.169319E-04,1.733534E+11,0,225371
55, 60,4,                 3, 3.305785E-04, 2.778713E-04, 5.270719E-05,7.171179E-04,1.733983E+11,0,63
33, 34,4,                 3, 9.182736E-04, 8.655661E-04, 5.270757E-05,7.171230E-04,1.733996E+11,0,63
48, 52,2,                 1, 4.331250E-04, 3.804080E-04, 5.271696E-05,7.172507E-04,1.734305E+11,0,15
68, 79,2,                 1, 2.159453E-04, 1.632277E-04, 5.271762E-05,7.172597E-04,1.734326E+11,0,15
