pqn1, pqn2,l1,                 l2, E1, E2, delta E in R*Z m^-1,delta E in electron volts,delta E in Hz,is backwards?,degeneracy
100, 100,3,                 4, 1.000202E-04, 1.000000E-04, 2.020306E-08,2.748766E-07,6.646488E+07,0,63
99, 99,3,                 4, 1.020512E-04, 1.020304E-04, 2.082151E-08,2.832911E-07,6.849948E+07,0,63
98, 98,3,                 4, 1.041447E-04, 1.041233E-04, 2.146546E-08,2.920525E-07,7.061799E+07,0,63
97, 97,3,                 4, 1.063034E-04, 1.062812E-04, 2.213625E-08,3.011790E-07,7.282476E+07,0,63
96, 96,3,                 4, 1.085298E-04, 1.085069E-04, 2.283527E-08,3.106897E-07,7.512444E+07,0,63
95, 95,3,                 4, 1.108269E-04, 1.108033E-04, 2.356404E-08,3.206051E-07,7.752198E+07,0,63
94, 94,3,                 4, 1.131977E-04, 1.131734E-04, 2.432416E-08,3.309470E-07,8.002263E+07,0,63
93, 93,3,                 4, 1.156454E-04, 1.156203E-04, 2.511732E-08,3.417385E-07,8.263201E+07,0,63
92, 92,3,                 4, 1.181734E-04, 1.181474E-04, 2.594534E-08,3.530044E-07,8.535608E+07,0,63
91, 91,3,                 4, 1.207852E-04, 1.207584E-04, 2.681017E-08,3.647709E-07,8.820121E+07,0,63
90, 90,3,                 4, 1.234845E-04, 1.234568E-04, 2.771386E-08,3.770662E-07,9.117421E+07,0,63
89, 89,3,                 4, 1.262753E-04, 1.262467E-04, 2.865862E-08,3.899204E-07,9.428233E+07,0,63
88, 88,3,                 4, 1.291619E-04, 1.291322E-04, 2.964682E-08,4.033655E-07,9.753335E+07,0,63
87, 87,3,                 4, 1.321485E-04, 1.321178E-04, 3.068098E-08,4.174360E-07,1.009356E+08,0,63
86, 86,3,                 4, 1.352400E-04, 1.352082E-04, 3.176381E-08,4.321686E-07,1.044979E+08,0,63
85, 85,3,                 4, 1.384412E-04, 1.384083E-04, 3.289819E-08,4.476027E-07,1.082298E+08,0,63
84, 84,3,                 4, 1.417574E-04, 1.417234E-04, 3.408724E-08,4.637805E-07,1.121416E+08,0,63
83, 83,3,                 4, 1.451943E-04, 1.451589E-04, 3.533429E-08,4.807475E-07,1.162442E+08,0,63
82, 82,3,                 4, 1.487576E-04, 1.487210E-04, 3.664292E-08,4.985523E-07,1.205494E+08,0,63
81, 81,3,                 4, 1.524538E-04, 1.524158E-04, 3.801697E-08,5.172473E-07,1.250698E+08,0,63
80, 80,3,                 4, 1.562895E-04, 1.562500E-04, 3.946060E-08,5.368888E-07,1.298191E+08,0,63
79, 79,3,                 4, 1.602717E-04, 1.602307E-04, 4.097825E-08,5.575374E-07,1.348120E+08,0,63
78, 78,3,                 4, 1.644081E-04, 1.643655E-04, 4.257473E-08,5.792587E-07,1.400641E+08,0,63
77, 77,3,                 4, 1.687068E-04, 1.686625E-04, 4.425523E-08,6.021231E-07,1.455927E+08,0,63
76, 76,3,                 4, 1.731762E-04, 1.731302E-04, 4.602536E-08,6.262069E-07,1.514162E+08,0,63
75, 75,3,                 4, 1.778257E-04, 1.777778E-04, 4.789116E-08,6.515923E-07,1.575543E+08,0,63
74, 74,3,                 4, 1.826649E-04, 1.826150E-04, 4.985918E-08,6.783687E-07,1.640288E+08,0,63
73, 73,3,                 4, 1.877044E-04, 1.876525E-04, 5.193653E-08,7.066325E-07,1.708630E+08,0,63
72, 72,3,                 4, 1.929554E-04, 1.929012E-04, 5.413090E-08,7.364884E-07,1.780821E+08,0,63
71, 71,3,                 4, 1.984298E-04, 1.983733E-04, 5.645066E-08,7.680503E-07,1.857137E+08,0,63
70, 70,3,                 4, 2.041405E-04, 2.040816E-04, 5.890488E-08,8.014416E-07,1.937877E+08,0,63
69, 69,3,                 4, 2.101014E-04, 2.100399E-04, 6.150345E-08,8.367970E-07,2.023366E+08,0,63
68, 68,3,                 4, 2.163272E-04, 2.162630E-04, 6.425714E-08,8.742629E-07,2.113958E+08,0,63
67, 67,3,                 4, 2.228339E-04, 2.227668E-04, 6.717771E-08,9.139992E-07,2.210040E+08,0,63
66, 66,3,                 4, 2.296387E-04, 2.295684E-04, 7.027798E-08,9.561806E-07,2.312034E+08,0,63
65, 65,3,                 4, 2.367600E-04, 2.366864E-04, 7.357200E-08,1.000998E-06,2.420402E+08,0,63
64, 64,3,                 4, 2.442177E-04, 2.441406E-04, 7.707513E-08,1.048661E-06,2.535650E+08,0,63
63, 63,3,                 4, 2.520334E-04, 2.519526E-04, 8.080424E-08,1.099398E-06,2.658332E+08,0,63
62, 62,3,                 4, 2.602305E-04, 2.601457E-04, 8.477786E-08,1.153461E-06,2.789058E+08,0,63
61, 61,3,                 4, 2.688340E-04, 2.687450E-04, 8.901634E-08,1.211129E-06,2.928497E+08,0,63
60, 60,3,                 4, 2.778713E-04, 2.777778E-04, 9.354214E-08,1.272706E-06,3.077388E+08,0,63
59, 59,3,                 4, 2.873722E-04, 2.872738E-04, 9.838001E-08,1.338528E-06,3.236547E+08,0,63
58, 58,3,                 4, 2.973687E-04, 2.972652E-04, 1.035573E-07,1.408969E-06,3.406872E+08,0,63
57, 57,3,                 4, 3.078961E-04, 3.077870E-04, 1.091044E-07,1.484441E-06,3.589362E+08,0,63
56, 56,3,                 4, 3.189926E-04, 3.188776E-04, 1.150548E-07,1.565400E-06,3.785122E+08,0,63
100, 100,2,                 3, 9.990007E-05, 1.000202E-04, 1.201281E-07,1.634426E-06,3.952025E+08,1,35
55, 55,3,                 4, 3.307000E-04, 3.305785E-04, 1.214459E-07,1.652356E-06,3.995379E+08,0,63
99, 99,2,                 3, 1.019274E-04, 1.020512E-04, 1.238045E-07,1.684446E-06,4.072972E+08,1,35
98, 98,2,                 3, 1.040171E-04, 1.041447E-04, 1.276325E-07,1.736528E-06,4.198906E+08,1,35
54, 54,3,                 4, 3.430638E-04, 3.429355E-04, 1.283193E-07,1.745873E-06,4.221502E+08,0,63
97, 97,2,                 3, 1.061717E-04, 1.063034E-04, 1.316199E-07,1.790779E-06,4.330085E+08,1,35
53, 53,3,                 4, 3.561343E-04, 3.559986E-04, 1.357213E-07,1.846582E-06,4.465015E+08,0,63
96, 96,2,                 3, 1.083940E-04, 1.085298E-04, 1.357751E-07,1.847314E-06,4.466786E+08,1,35
95, 95,2,                 3, 1.106868E-04, 1.108269E-04, 1.401071E-07,1.906254E-06,4.609302E+08,1,35
52, 52,3,                 4, 3.699662E-04, 3.698225E-04, 1.437037E-07,1.955188E-06,4.727624E+08,0,63
94, 94,2,                 3, 1.130531E-04, 1.131977E-04, 1.446254E-07,1.967728E-06,4.757946E+08,1,35
93, 93,2,                 3, 1.154961E-04, 1.156454E-04, 1.493400E-07,2.031875E-06,4.913051E+08,1,35
51, 51,3,                 4, 3.846198E-04, 3.844675E-04, 1.523245E-07,2.072481E-06,5.011237E+08,0,63
92, 92,2,                 3, 1.180191E-04, 1.181734E-04, 1.542619E-07,2.098840E-06,5.074972E+08,1,35
91, 91,2,                 3, 1.206258E-04, 1.207852E-04, 1.594024E-07,2.168780E-06,5.244086E+08,1,35
50, 50,3,                 4, 4.001616E-04, 4.000000E-04, 1.616490E-07,2.199346E-06,5.317996E+08,0,63
90, 90,2,                 3, 1.233197E-04, 1.234845E-04, 1.647738E-07,2.241862E-06,5.420799E+08,1,35
89, 89,2,                 3, 1.261050E-04, 1.262753E-04, 1.703894E-07,2.318266E-06,5.605541E+08,1,35
49, 49,3,                 4, 4.166649E-04, 4.164931E-04, 1.717503E-07,2.336781E-06,5.650312E+08,0,63
88, 88,2,                 3, 1.289856E-04, 1.291619E-04, 1.762630E-07,2.398181E-06,5.798775E+08,1,35
87, 87,2,                 3, 1.319661E-04, 1.321485E-04, 1.824098E-07,2.481811E-06,6.000993E+08,1,35
48, 48,3,                 4, 4.342105E-04, 4.340278E-04, 1.827110E-07,2.485910E-06,6.010904E+08,0,63
86, 86,2,                 3, 1.350511E-04, 1.352400E-04, 1.888457E-07,2.569376E-06,6.212724E+08,1,35
47, 47,3,                 4, 4.528882E-04, 4.526935E-04, 1.946246E-07,2.648003E-06,6.402843E+08,0,63
85, 85,2,                 3, 1.382456E-04, 1.384412E-04, 1.955879E-07,2.661109E-06,6.434534E+08,1,35
84, 84,2,                 3, 1.415548E-04, 1.417574E-04, 2.026550E-07,2.757262E-06,6.667029E+08,1,35
46, 46,3,                 4, 4.727974E-04, 4.725898E-04, 2.075969E-07,2.824500E-06,6.829611E+08,0,63
83, 83,2,                 3, 1.449842E-04, 1.451943E-04, 2.100667E-07,2.858103E-06,6.910862E+08,1,35
82, 82,2,                 3, 1.485398E-04, 1.487576E-04, 2.178442E-07,2.963922E-06,7.166731E+08,1,35
45, 45,3,                 4, 4.940489E-04, 4.938272E-04, 2.217482E-07,3.017038E-06,7.295165E+08,0,63
81, 81,2,                 3, 1.522278E-04, 1.524538E-04, 2.260105E-07,3.075030E-06,7.435389E+08,1,35
80, 80,2,                 3, 1.560549E-04, 1.562895E-04, 2.345901E-07,3.191761E-06,7.717645E+08,1,35
44, 44,3,                 4, 5.167661E-04, 5.165289E-04, 2.372154E-07,3.227480E-06,7.804012E+08,0,63
79, 79,2,                 3, 1.600281E-04, 1.602717E-04, 2.436096E-07,3.314477E-06,8.014370E+08,1,35
78, 78,2,                 3, 1.641550E-04, 1.644081E-04, 2.530973E-07,3.443565E-06,8.326503E+08,1,35
43, 43,3,                 4, 5.410870E-04, 5.408329E-04, 2.541552E-07,3.457958E-06,8.361305E+08,0,63
77, 77,2,                 3, 1.684437E-04, 1.687068E-04, 2.630843E-07,3.579444E-06,8.655057E+08,1,35
42, 42,3,                 4, 5.671662E-04, 5.668934E-04, 2.727471E-07,3.710913E-06,8.972949E+08,0,63
76, 76,2,                 3, 1.729026E-04, 1.731762E-04, 2.736036E-07,3.722567E-06,9.001127E+08,1,35
75, 75,2,                 3, 1.775410E-04, 1.778257E-04, 2.846914E-07,3.873423E-06,9.365896E+08,1,35
41, 41,3,                 4, 5.951772E-04, 5.948840E-04, 2.931975E-07,3.989155E-06,9.645735E+08,0,63
74, 74,2,                 3, 1.823685E-04, 1.826649E-04, 2.963864E-07,4.032542E-06,9.750644E+08,1,35
73, 73,2,                 3, 1.873957E-04, 1.877044E-04, 3.087308E-07,4.200497E-06,1.015676E+09,1,35
40, 40,3,                 4, 6.253157E-04, 6.250000E-04, 3.157446E-07,4.295924E-06,1.038750E+09,0,63
72, 72,2,                 3, 1.926336E-04, 1.929554E-04, 3.217705E-07,4.377910E-06,1.058574E+09,1,35
71, 71,2,                 3, 1.980942E-04, 1.984298E-04, 3.355549E-07,4.565456E-06,1.103922E+09,1,35
39, 39,3,                 4, 6.578029E-04, 6.574622E-04, 3.406640E-07,4.634970E-06,1.120731E+09,0,63
70, 70,2,                 3, 2.037904E-04, 2.041405E-04, 3.501380E-07,4.763870E-06,1.151899E+09,1,35
69, 69,2,                 3, 2.097358E-04, 2.101014E-04, 3.655786E-07,4.973949E-06,1.202696E+09,1,35
38, 38,3,                 4, 6.928891E-04, 6.925208E-04, 3.682763E-07,5.010654E-06,1.211571E+09,0,63
68, 68,2,                 3, 2.159453E-04, 2.163272E-04, 3.819405E-07,5.196565E-06,1.256524E+09,1,35
37, 37,3,                 4, 7.308591E-04, 7.304602E-04, 3.989551E-07,5.428061E-06,1.312499E+09,0,63
67, 67,2,                 3, 2.224346E-04, 2.228339E-04, 3.992936E-07,5.432666E-06,1.313613E+09,1,35
66, 66,2,                 3, 2.292210E-04, 2.296387E-04, 4.177140E-07,5.683289E-06,1.374213E+09,1,35
36, 36,3,                 4, 7.720381E-04, 7.716049E-04, 4.331384E-07,5.893148E-06,1.424957E+09,0,63
65, 65,2,                 3, 2.363227E-04, 2.367600E-04, 4.372852E-07,5.949568E-06,1.438599E+09,1,35
99, 100,2,                 1, 1.019274E-04, 1.014733E-04, 4.541402E-07,6.178892E-06,1.494049E+09,0,15
64, 64,2,                 3, 2.437596E-04, 2.442177E-04, 4.580983E-07,6.232744E-06,1.507071E+09,1,35
98, 99,2,                 1, 1.040171E-04, 1.035490E-04, 4.681616E-07,6.369663E-06,1.540178E+09,0,15
35, 35,3,                 4, 8.167979E-04, 8.163265E-04, 4.713410E-07,6.412921E-06,1.550638E+09,0,63
63, 63,2,                 3, 2.515532E-04, 2.520334E-04, 4.802535E-07,6.534181E-06,1.579958E+09,1,35
97, 98,2,                 1, 1.061717E-04, 1.056890E-04, 4.827662E-07,6.568368E-06,1.588224E+09,0,15
96, 97,2,                 1, 1.083940E-04, 1.078960E-04, 4.979846E-07,6.775425E-06,1.638291E+09,0,15
62, 62,2,                 3, 2.597266E-04, 2.602305E-04, 5.038606E-07,6.855373E-06,1.657622E+09,1,35
95, 96,2,                 1, 1.106868E-04, 1.101729E-04, 5.138495E-07,6.991278E-06,1.690484E+09,0,15
34, 34,3,                 4, 8.655661E-04, 8.650519E-04, 5.141717E-07,6.995662E-06,1.691544E+09,0,63
61, 61,2,                 3, 2.683049E-04, 2.688340E-04, 5.290408E-07,7.197966E-06,1.740461E+09,1,35
94, 95,2,                 1, 1.130531E-04, 1.125227E-04, 5.303954E-07,7.216397E-06,1.744917E+09,0,15
93, 94,2,                 1, 1.154961E-04, 1.149484E-04, 5.476595E-07,7.451287E-06,1.801713E+09,0,15
60, 60,2,                 3, 2.773154E-04, 2.778713E-04, 5.559270E-07,7.563772E-06,1.828912E+09,1,35
33, 33,3,                 4, 9.188360E-04, 9.182736E-04, 5.623529E-07,7.651201E-06,1.850052E+09,0,63
92, 93,2,                 1, 1.180191E-04, 1.174535E-04, 5.656810E-07,7.696481E-06,1.861001E+09,0,15
91, 92,2,                 1, 1.206258E-04, 1.200413E-04, 5.845019E-07,7.952553E-06,1.922919E+09,0,15
59, 59,2,                 3, 2.867875E-04, 2.873722E-04, 5.846665E-07,7.954792E-06,1.923460E+09,1,35
90, 91,2,                 1, 1.233197E-04, 1.227156E-04, 6.041671E-07,8.220112E-06,1.987614E+09,0,15
58, 58,2,                 3, 2.967533E-04, 2.973687E-04, 6.154215E-07,8.373235E-06,2.024639E+09,1,35
32, 32,3,                 4, 9.771792E-04, 9.765625E-04, 6.167471E-07,8.391271E-06,2.029000E+09,0,63
89, 90,2,                 1, 1.261050E-04, 1.254802E-04, 6.247245E-07,8.499810E-06,2.055245E+09,0,15
88, 89,2,                 1, 1.289856E-04, 1.283394E-04, 6.462252E-07,8.792341E-06,2.125979E+09,0,15
57, 57,2,                 3, 3.072477E-04, 3.078961E-04, 6.483719E-07,8.821549E-06,2.133041E+09,1,35
87, 88,2,                 1, 1.319661E-04, 1.312974E-04, 6.687240E-07,9.098453E-06,2.199996E+09,0,15
31, 31,3,                 4, 1.041261E-03, 1.040583E-03, 6.783886E-07,9.229947E-06,2.231791E+09,0,63
56, 56,2,                 3, 3.183089E-04, 3.189926E-04, 6.837173E-07,9.302447E-06,2.249322E+09,1,35
86, 87,2,                 1, 1.350511E-04, 1.343589E-04, 6.922794E-07,9.418940E-06,2.277490E+09,0,15
85, 86,2,                 1, 1.382456E-04, 1.375287E-04, 7.169542E-07,9.754658E-06,2.358666E+09,0,15
55, 55,2,                 3, 3.299783E-04, 3.307000E-04, 7.216791E-07,9.818945E-06,2.374210E+09,1,35
84, 85,2,                 1, 1.415548E-04, 1.408120E-04, 7.428157E-07,1.010652E-05,2.443746E+09,0,15
30, 30,3,                 4, 1.111860E-03, 1.111111E-03, 7.485261E-07,1.018422E-05,2.462533E+09,0,63
54, 54,2,                 3, 3.423013E-04, 3.430638E-04, 7.625041E-07,1.037440E-05,2.508518E+09,1,35
83, 84,2,                 1, 1.449842E-04, 1.442143E-04, 7.699362E-07,1.047552E-05,2.532968E+09,0,15
82, 83,2,                 1, 1.485398E-04, 1.477414E-04, 7.983931E-07,1.086269E-05,2.626587E+09,0,15
53, 53,2,                 3, 3.553278E-04, 3.561343E-04, 8.064674E-07,1.097255E-05,2.653150E+09,1,35
81, 82,2,                 1, 1.522278E-04, 1.513995E-04, 8.282699E-07,1.126919E-05,2.724877E+09,0,15
29, 29,3,                 4, 1.189889E-03, 1.189061E-03, 8.286751E-07,1.127470E-05,2.726210E+09,0,63
52, 52,2,                 3, 3.691123E-04, 3.699662E-04, 8.538763E-07,1.161758E-05,2.809118E+09,1,35
80, 81,2,                 1, 1.560549E-04, 1.551952E-04, 8.596561E-07,1.169622E-05,2.828133E+09,0,15
79, 80,2,                 1, 1.600281E-04, 1.591355E-04, 8.926484E-07,1.214510E-05,2.936672E+09,0,15
51, 51,2,                 3, 3.837148E-04, 3.846198E-04, 9.050752E-07,1.231418E-05,2.977555E+09,1,35
28, 28,3,                 4, 1.276431E-03, 1.275510E-03, 9.206876E-07,1.252659E-05,3.028917E+09,0,63
78, 79,2,                 1, 1.641550E-04, 1.632277E-04, 9.273508E-07,1.261725E-05,3.050837E+09,0,15
50, 50,2,                 3, 3.992012E-04, 4.001616E-04, 9.604506E-07,1.306760E-05,3.159731E+09,1,35
77, 78,2,                 1, 1.684437E-04, 1.674798E-04, 9.638755E-07,1.311419E-05,3.170998E+09,0,15
99, 100,0,                 1, 1.024646E-04, 1.014733E-04, 9.913606E-07,1.348815E-05,3.261420E+09,0,3
76, 77,2,                 1, 1.729026E-04, 1.719003E-04, 1.002344E-06,1.363758E-05,3.297552E+09,0,15
49, 49,2,                 3, 4.156444E-04, 4.166649E-04, 1.020437E-06,1.388375E-05,3.357077E+09,1,35
98, 99,0,                 1, 1.045710E-04, 1.035490E-04, 1.022010E-06,1.390515E-05,3.362250E+09,0,3
27, 27,3,                 4, 1.372769E-03, 1.371742E-03, 1.026842E-06,1.397090E-05,3.378149E+09,0,63
75, 76,2,                 1, 1.775410E-04, 1.764981E-04, 1.042887E-06,1.418919E-05,3.430932E+09,0,15
97, 98,0,                 1, 1.067429E-04, 1.056890E-04, 1.053935E-06,1.433952E-05,3.467280E+09,0,3
99, 99,1,                 0, 1.035490E-04, 1.024646E-04, 1.084311E-06,1.475280E-05,3.567211E+09,0,3
48, 48,2,                 3, 4.331250E-04, 4.342105E-04, 1.085525E-06,1.476931E-05,3.571205E+09,1,35
74, 75,2,                 1, 1.823685E-04, 1.812829E-04, 1.085646E-06,1.477096E-05,3.571603E+09,0,15
96, 97,0,                 1, 1.089832E-04, 1.078960E-04, 1.087205E-06,1.479217E-05,3.576731E+09,0,3
98, 98,1,                 0, 1.056890E-04, 1.045710E-04, 1.118007E-06,1.521126E-05,3.678067E+09,0,3
95, 96,0,                 1, 1.112948E-04, 1.101729E-04, 1.121889E-06,1.526408E-05,3.690837E+09,0,3
73, 74,2,                 1, 1.873957E-04, 1.862649E-04, 1.130775E-06,1.538497E-05,3.720070E+09,0,15
26, 26,3,                 4, 1.480440E-03, 1.479290E-03, 1.149965E-06,1.564606E-05,3.783202E+09,0,63
97, 97,1,                 0, 1.078960E-04, 1.067429E-04, 1.153114E-06,1.568892E-05,3.793564E+09,0,3
47, 47,2,                 3, 4.517319E-04, 4.528882E-04, 1.156268E-06,1.573182E-05,3.803937E+09,1,35
94, 95,0,                 1, 1.136807E-04, 1.125227E-04, 1.158065E-06,1.575627E-05,3.809849E+09,0,3
72, 73,2,                 1, 1.926336E-04, 1.914552E-04, 1.178440E-06,1.603349E-05,3.876881E+09,0,15
96, 96,1,                 0, 1.101729E-04, 1.089832E-04, 1.189707E-06,1.618679E-05,3.913948E+09,0,3
93, 94,0,                 1, 1.161442E-04, 1.149484E-04, 1.195812E-06,1.626986E-05,3.934034E+09,0,3
95, 95,1,                 0, 1.125227E-04, 1.112948E-04, 1.227864E-06,1.670595E-05,4.039480E+09,0,3
71, 72,2,                 1, 1.980942E-04, 1.968654E-04, 1.228822E-06,1.671898E-05,4.042631E+09,0,15
46, 46,2,                 3, 4.715641E-04, 4.727974E-04, 1.233293E-06,1.677981E-05,4.057340E+09,1,35
92, 93,0,                 1, 1.186887E-04, 1.174535E-04, 1.235219E-06,1.680601E-05,4.063674E+09,0,3
94, 94,1,                 0, 1.149484E-04, 1.136807E-04, 1.267671E-06,1.724754E-05,4.170438E+09,0,3
91, 92,0,                 1, 1.213176E-04, 1.200413E-04, 1.276376E-06,1.736597E-05,4.199074E+09,0,3
70, 71,2,                 1, 2.037904E-04, 2.025083E-04, 1.282118E-06,1.744410E-05,4.217966E+09,0,15
25, 25,3,                 4, 1.601294E-03, 1.600000E-03, 1.293584E-06,1.760010E-05,4.255686E+09,0,63
93, 93,1,                 0, 1.174535E-04, 1.161442E-04, 1.309217E-06,1.781281E-05,4.307119E+09,0,3
45, 45,2,                 3, 4.927316E-04, 4.940489E-04, 1.317316E-06,1.792299E-05,4.333760E+09,1,35
90, 91,0,                 1, 1.240349E-04, 1.227156E-04, 1.319382E-06,1.795110E-05,4.340557E+09,0,3
69, 70,2,                 1, 2.097358E-04, 2.083973E-04, 1.338541E-06,1.821178E-05,4.403589E+09,0,15
92, 92,1,                 0, 1.200413E-04, 1.186887E-04, 1.352599E-06,1.840305E-05,4.449838E+09,0,3
89, 90,0,                 1, 1.268446E-04, 1.254802E-04, 1.364341E-06,1.856281E-05,4.488468E+09,0,3
91, 91,1,                 0, 1.227156E-04, 1.213176E-04, 1.397919E-06,1.901966E-05,4.598932E+09,0,3
68, 69,2,                 1, 2.159453E-04, 2.145470E-04, 1.398324E-06,1.902516E-05,4.600265E+09,0,15
44, 44,2,                 3, 5.153570E-04, 5.167661E-04, 1.409147E-06,1.917242E-05,4.635870E+09,1,35
88, 89,0,                 1, 1.297508E-04, 1.283394E-04, 1.411367E-06,1.920263E-05,4.643176E+09,0,3
90, 90,1,                 0, 1.254802E-04, 1.240349E-04, 1.445286E-06,1.966412E-05,4.754763E+09,0,3
87, 88,0,                 1, 1.327580E-04, 1.312974E-04, 1.460580E-06,1.987220E-05,4.805077E+09,0,3
67, 68,2,                 1, 2.224346E-04, 2.209729E-04, 1.461720E-06,1.988772E-05,4.808829E+09,0,15
24, 24,3,                 4, 1.737573E-03, 1.736111E-03, 1.462150E-06,1.989356E-05,4.810242E+09,0,63
89, 89,1,                 0, 1.283394E-04, 1.268446E-04, 1.494818E-06,2.033803E-05,4.917714E+09,0,3
43, 43,2,                 3, 5.395773E-04, 5.410870E-04, 1.509716E-06,2.054073E-05,4.966726E+09,1,35
86, 87,0,                 1, 1.358710E-04, 1.343589E-04, 1.512107E-06,2.057326E-05,4.974593E+09,0,3
66, 67,2,                 1, 2.292210E-04, 2.276920E-04, 1.529008E-06,2.080321E-05,5.030195E+09,0,15
88, 88,1,                 0, 1.312974E-04, 1.297508E-04, 1.546639E-06,2.104309E-05,5.088198E+09,0,3
85, 86,0,                 1, 1.390947E-04, 1.375287E-04, 1.566087E-06,2.130769E-05,5.152177E+09,0,3
100, 100,1,                 2, 1.014733E-04, 9.990007E-05, 1.573207E-06,2.140457E-05,5.175602E+09,0,15
65, 66,2,                 1, 2.363227E-04, 2.347222E-04, 1.600490E-06,2.177577E-05,5.265358E+09,0,15
87, 87,1,                 0, 1.343589E-04, 1.327580E-04, 1.600883E-06,2.178113E-05,5.266653E+09,0,3
42, 42,2,                 3, 5.655461E-04, 5.671662E-04, 1.620087E-06,2.204240E-05,5.329830E+09,1,35
99, 99,1,                 2, 1.035490E-04, 1.019274E-04, 1.621531E-06,2.206206E-05,5.334582E+09,0,15
84, 85,0,                 1, 1.424346E-04, 1.408120E-04, 1.622666E-06,2.207750E-05,5.338316E+09,0,3
86, 86,1,                 0, 1.375287E-04, 1.358710E-04, 1.657694E-06,2.255408E-05,5.453552E+09,0,3
23, 23,3,                 4, 1.892020E-03, 1.890359E-03, 1.661323E-06,2.260345E-05,5.465489E+09,0,63
98, 98,1,                 2, 1.056890E-04, 1.040171E-04, 1.671855E-06,2.274675E-05,5.500140E+09,0,15
64, 65,2,                 1, 2.437596E-04, 2.420831E-04, 1.676498E-06,2.280991E-05,5.515412E+09,0,15
83, 84,0,                 1, 1.458963E-04, 1.442143E-04, 1.682005E-06,2.288484E-05,5.533531E+09,0,3
85, 85,1,                 0, 1.408120E-04, 1.390947E-04, 1.717225E-06,2.336404E-05,5.649400E+09,0,3
97, 97,1,                 2, 1.078960E-04, 1.061717E-04, 1.724284E-06,2.346007E-05,5.672620E+09,0,15
41, 41,2,                 3, 5.934357E-04, 5.951772E-04, 1.741484E-06,2.369410E-05,5.729208E+09,1,35
82, 83,0,                 1, 1.494857E-04, 1.477414E-04, 1.744272E-06,2.373203E-05,5.738381E+09,0,3
63, 64,2,                 1, 2.515532E-04, 2.497958E-04, 1.757395E-06,2.391058E-05,5.781553E+09,0,15
96, 96,1,                 2, 1.101729E-04, 1.083940E-04, 1.778927E-06,2.420353E-05,5.852389E+09,0,15
84, 84,1,                 0, 1.442143E-04, 1.424346E-04, 1.779641E-06,2.421325E-05,5.854739E+09,0,3
81, 82,0,                 1, 1.532092E-04, 1.513995E-04, 1.809652E-06,2.462156E-05,5.953468E+09,0,3
95, 95,1,                 2, 1.125227E-04, 1.106868E-04, 1.835904E-06,2.497874E-05,6.039834E+09,0,15
62, 63,2,                 1, 2.597266E-04, 2.578830E-04, 1.843583E-06,2.508322E-05,6.065096E+09,0,15
83, 83,1,                 0, 1.477414E-04, 1.458963E-04, 1.845119E-06,2.510413E-05,6.070152E+09,0,3
40, 40,2,                 3, 6.234404E-04, 6.253157E-04, 1.875320E-06,2.551502E-05,6.169506E+09,1,35
80, 81,0,                 1, 1.570736E-04, 1.551952E-04, 1.878340E-06,2.555611E-05,6.179440E+09,0,3
94, 94,1,                 2, 1.149484E-04, 1.130531E-04, 1.895340E-06,2.578742E-05,6.235370E+09,0,15
22, 22,3,                 4, 2.068014E-03, 2.066116E-03, 1.898377E-06,2.582873E-05,6.245361E+09,0,63
99, 100,2,                 3, 1.019274E-04, 1.000202E-04, 1.907219E-06,2.594904E-05,6.274449E+09,0,35
82, 82,1,                 0, 1.513995E-04, 1.494857E-04, 1.913849E-06,2.603925E-05,6.296262E+09,0,3
61, 62,2,                 1, 2.683049E-04, 2.663694E-04, 1.935500E-06,2.633381E-05,6.367488E+09,0,15
79, 80,0,                 1, 1.610860E-04, 1.591355E-04, 1.950548E-06,2.653856E-05,6.416995E+09,0,3
93, 93,1,                 2, 1.174535E-04, 1.154961E-04, 1.957370E-06,2.663138E-05,6.439439E+09,0,15
98, 99,2,                 3, 1.040171E-04, 1.020512E-04, 1.965888E-06,2.674727E-05,6.467462E+09,0,35
81, 81,1,                 0, 1.551952E-04, 1.532092E-04, 1.986036E-06,2.702139E-05,6.533744E+09,0,3
99, 100,4,                 3, 1.020304E-04, 1.000202E-04, 2.010202E-06,2.735019E-05,6.613247E+09,0,63
92, 92,1,                 2, 1.200413E-04, 1.180191E-04, 2.022137E-06,2.751257E-05,6.652511E+09,0,15
39, 39,2,                 3, 6.557796E-04, 6.578029E-04, 2.023228E-06,2.752742E-05,6.656101E+09,1,35
78, 79,0,                 1, 1.652542E-04, 1.632277E-04, 2.026506E-06,2.757201E-05,6.666884E+09,0,3
97, 98,2,                 3, 1.061717E-04, 1.041447E-04, 2.026989E-06,2.757859E-05,6.668474E+09,0,35
99, 100,4,                 4, 1.020304E-04, 1.000000E-04, 2.030405E-06,2.762507E-05,6.679712E+09,0,2019371
60, 61,2,                 1, 2.773154E-04, 2.752818E-04, 2.033630E-06,2.766894E-05,6.690321E+09,0,15
99, 100,3,                 4, 1.020512E-04, 1.000000E-04, 2.051227E-06,2.790836E-05,6.748211E+09,0,63
80, 80,1,                 0, 1.591355E-04, 1.570736E-04, 2.061899E-06,2.805356E-05,6.783321E+09,0,3
98, 99,4,                 3, 1.041233E-04, 1.020512E-04, 2.072055E-06,2.819175E-05,6.816735E+09,0,63
91, 91,1,                 2, 1.227156E-04, 1.206258E-04, 2.089793E-06,2.843308E-05,6.875088E+09,0,15
